,ID,Relation,Source,Target,RO
0,L01_1,hypernyms - animals,allosaurus,,alozaur
1,,,,dinosaur,dinozaur
2,,,,reptile,reptilă
3,,,,bird,pasăre
4,,,,archosaur,arhozaur
5,,,,archosaurian,arhosaurian
6,,,,archosaurian_reptile,reptilă_arhosauriană
8,L01_2,hypernyms - animals,anaconda,,anaconda
9,,,,snake,șarpe
10,,,,reptile,reptilă
11,,,,boa,boa
12,,,,serpent,DUPLICATE_șarpe
13,,,,ophidian,ofidian
15,L01_3,hypernyms - animals,ant,,furnică
16,,,,insect,insectă
17,,,,invertebrate,invertebrată
18,,,,creature,creatură
19,,,,beast,fiară
20,,,,hymenopteran,himenopter
21,,,,being,ființă
22,,,,animal,animal
23,,,,organism,organism
24,,,,fauna,faună
25,,,,arthropod,artropod
26,,,,hymenopterous_insect,insectă_himenopteră
27,,,,animate_being,ființă_animată
28,,,,physical_hymenopteron,himenopterul_fizic
29,,,,physical_entity,entitate_fizică
30,,,,hymenopter,DUPLICATE_himenopter
31,,,,living_thing,viețuitoare
33,L01_4,hypernyms - animals,beaver,,castor
34,,,,rodent,rozătoare
35,,,,vertebrate,vertebrată
36,,,,creature,creatură
37,,,,beast,fiară
38,,,,animal,animal
39,,,,organism,organism
40,,,,fauna,faună
41,,,,placental,placentară
42,,,,chordate,cordată
43,,,,eutherian,eutherian
44,,,,mammal,mamifer
45,,,,mammalian,DUPLICATE_mamifer
46,,,,eutherian_mammal,mamifer_eutherian
47,,,,gnawer,NO_TRANSLATION
48,,,,animate_being,ființă_animată
49,,,,living_thing,viețuitoare
50,,,,placental_mammal,mamifer_placentar
51,,,,craniate,craniat
53,L01_5,hypernyms - animals,bee,,albină
54,,,,insect,insectă
55,,,,invertebrate,invertebrată
56,,,,creature,creatură
57,,,,beast,fiară
58,,,,hymenopteran,himenopter
59,,,,being,ființă
60,,,,animal,animal
61,,,,organism,organism
62,,,,fauna,faună
63,,,,arthropod,artropod
64,,,,hymenopterous_insect,insectă_himenopteră
65,,,,animate_being,ființă_animată
66,,,,hymenopteron,DUPLICATE_himenopter
67,,,,hymenopter,DUPLICATE_himenopter
68,,,,living_thing,viețuitoare
71,L01_6,hypernyms - animals,beetle,,cărăbuş
72,,,,insect,insectă
73,,,,invertebrate,invertebrată
74,,,,creature,creatură
75,,,,beast,fiară
76,,,,being,ființă
77,,,,animal,animal
78,,,,organism,organism
79,,,,fauna,faună
80,,,,arthropod,artropod
81,,,,animate_being,ființă_animată
82,,,,living_thing,viețuitoare
84,L01_7,hypernyms - animals,buffalo,,bivol
85,,,,bovid,bovid
86,,,,mammal,mamifer
87,,,,bison,zimbru
88,,,,cow,vacă
89,,,,vertebrate,vertebrată
90,,,,creature,creatură
91,,,,ungulate,ungulat
92,,,,beast,fiară
93,,,,being,ființă
94,,,,animal,animal
95,,,,organism,organism
96,,,,fauna,faună
97,,,,placental,placentară
98,,,,artiodactyl,artiodactil
99,,,,ruminant,rumegător
100,,,,chordate,cordată
101,,,,eutherian,eutherian
102,,,,mammalian,DUPLICATE_mamifer
103,,,,bovine,bovină
104,,,,animate_being,ființă_animată
105,,,,eutherian_mammal,manifer_etherian
106,,,,placental_mammal,manifer_placentar
107,,,,craniate,craniat
108,,,,physical_hoofed_mammal,mamifer_fizic_cu_copite
109,,,,physical_entity,entitate_fizică
110,,,,even-toed_ungulate,ungulat_cu_degete_pare
111,,,,artiodactyl_mammal,manifer_artiodactil
112,,,,living_thing,viețuitoare
114,L01_8,hypernyms - animals,butterfly,,fluture
115,,,,insect,insectă
116,,,,creature,creatură
117,,,,beast,fiară
118,,,,lepidopteran,lepidopteră
119,,,,animal,animal
120,,,,organism,organism
121,,,,fauna,faună
122,,,,arthropod,artropod
123,,,,lepidopterous_insect,insectă_lepidopteră
124,,,,lepidopteron,DUPLICATE_lepidopteră
125,,,,animate_being,ființă_animată
126,,,,living_thing,viețuitoare
128,L01_9,hypernyms - animals,cat,,pisică
129,,,,feline,felină
130,,,,beast,fiară
131,,,,animal,animal
132,,,,organism,organism
133,,,,fauna,faună
134,,,,placental,placentară
135,,,,carnivore,carnivor
136,,,,chordate,cordată
137,,,,felid,felid
138,,,,eutherian,eutherian
139,,,,mammal,manifer
140,,,,mammalian,DUPLICATE_mamifer
141,,,,eutherian_mammal,mamifer_eutherian
142,,,,animate_being,ființă_animată
143,,,,placental_mammal,manifer_placentar
144,,,,craniate,craniat
146,L01_10,hypernyms - animals,chicken,,pui
147,,,,fowl,orătanie
148,,,,bird,pasăre
149,,,,vertebrate,vertebrată
150,,,,poultry,păsări_de_curte
151,,,,creature,creatură
152,,,,beast,fiară
153,,,,being,ființă
154,,,,animal,animal
155,,,,organism,organism
156,,,,fauna,faună
157,,,,chordate,cordată
158,,,,domestic_fowl,orătănie_domestică
159,,,,animate_being,ființă_animată
160,,,,gallinaceous_bird,pasăre_galinacee
161,,,,craniate,craniat
162,,,,gallinacean,galinacee
163,,,,living_thing,viețuitoare
166,L01_11,hypernyms - animals,chimpanzee,,cimpanzeu
167,,,,primate,primată
168,,,,vertebrate,vertebrată
169,,,,creature,creatură
170,,,,beast,fiară
171,,,,being,ființă
172,,,,animal,animal
173,,,,organism,organism
174,,,,fauna,faună
175,,,,placental,placentară
176,,,,hominid,hominid
177,,,,chordate,cordată
178,,,,eutherian,eutherian
179,,,,mammal,manifer
180,,,,ape,maimuță
181,,,,mammalian,DUPLICATE_mamifer
182,,,,animate_being,ființă_animată
183,,,,eutherian_mammal,mamifer_eutherian
184,,,,placental_mammal,manifer_placentar
185,,,,craniate,craniat
187,,,,living_thing,viețuitoare
189,L01_12,hypernyms - animals,chinchilla,,cincilă
190,,,,rodent,rozătoare
191,,,,vertebrate,vertebrată
192,,,,creature,creatură
193,,,,beast,fiară
194,,,,animal,animal
195,,,,organism,organism
196,,,,fauna,faună
197,,,,placental,placentară
198,,,,chordate,cordată
199,,,,eutherian,eutherian
200,,,,mammal,manifer
201,,,,mammalian,DUPLICATE_mamifer
202,,,,eutherian_mammal,mamifer_eutherian
203,,,,gnawer,NO_TRANSLATION
204,,,,animate_being,ființă_animată
205,,,,living_thing,viețuitoare
206,,,,placental_mammal,manifer_placentar
207,,,,craniate,craniat
209,L01_13,hypernyms - animals,cobra,,cobră
210,,,,snake,șarpe
211,,,,reptile,reptilă
212,,,,elapid,elapide
213,,,,elapid_snake,șarpe_elaipide
214,,,,serpent,DUPLICATE_șarpe
215,,,,ophidian,ofidian
217,L01_14,hypernyms - animals,cockroach,,gândac_de_bucătărie
218,,,,insect,insectă
219,,,,invertebrate,invertebrată
220,,,,creature,creatură
221,,,,beast,fiară
222,,,,dictyopterous_insect,insectă_dictiopteră
223,,,,being,ființă
224,,,,animal,animal
225,,,,organism,organism
226,,,,fauna,faună
227,,,,arthropod,artropod
228,,,,animate_being,ființă_animată
229,,,,physical_entity,entitate_fizică
230,,,,living_thing,viețuitoare
233,L01_15,hypernyms - animals,cow,,vacă
234,,,,bovid,bovid
235,,,,mammal,manifer
236,,,,cattle,bovine
237,,,,vertebrate,vertebrată
238,,,,creature,creatură
239,,,,ungulate,ungulat
240,,,,beast,fiară
241,,,,being,ființă
242,,,,animal,animal
243,,,,organism,organism
244,,,,fauna,faună
245,,,,placental,placentară
246,,,,artiodactyl,artiodactil
247,,,,ruminant,rumegător
248,,,,chordate,cordată
249,,,,eutherian,eutherian
250,,,,mammalian,DUPLICATE_mamifer
251,,,,animate_being,ființă_animată
252,,,,eutherian_mammal,mamifer_eutherian
253,,,,placental_mammal,manifer_placentar
254,,,,craniate,craniat
255,,,,physical_hoofed_mammal,mamifer_fizic_cu_copite
256,,,,physical_entity,entitate_fizică
257,,,,even-toed_ungulate,ungulat_cu_degete_pare
258,,,,artiodactyl_mammal,manifer_artiodactil
259,,,,living_thing,viețuitoare
261,L01_16,hypernyms - animals,coyote,,coiot
262,,,,canine,canin
263,,,,vertebrate,vertebrată
264,,,,creature,creatură
265,,,,beast,fiară
266,,,,canid,canid
267,,,,being,ființă
268,,,,animal,animal
269,,,,organism,organism
270,,,,fauna,faună
271,,,,placental,placentară
272,,,,carnivore,carnivor
273,,,,chordate,cordată
274,,,,eutherian,eutherian
275,,,,mammal,mamifer
276,,,,mammalian,DUPLICATE_mamifer
277,,,,animate_being,ființă_animată
278,,,,eutherian_mammal,mamifer_eutherian
279,,,,locomote,mișcător
280,,,,placental_mammal,manifer_placentar
281,,,,craniate,craniat
282,,,,domesticated_animal,animal_domesticit
283,,,,physical_entity,entitate_fizică
284,,,,domestic_animal,animal_domestic
285,,,,living_thing,viețuitoare
287,L01_17,hypernyms - animals,deer,,cerb
288,,,,bovid,bovid
289,,,,mammal,mamifer
290,,,,vertebrate,vertebrată
291,,,,creature,creatură
292,,,,ungulate,ungulat
293,,,,beast,fiară
294,,,,being,ființă
295,,,,animal,animal
296,,,,organism,organism
297,,,,fauna,faună
298,,,,placental,placentară
299,,,,artiodactyl,artiodactil
300,,,,ruminant,rumegător
301,,,,chordate,cordată
302,,,,eutherian,eutherian
303,,,,mammalian,DUPLICATE_mamifer
304,,,,bovine,bovină
305,,,,animate_being,ființă_animată
306,,,,eutherian_mammal,mamifer_eutherian
307,,,,placental_mammal,mamifer_placentar
308,,,,craniate,craniat
309,,,,physical_hoofed_mammal,mamifer_fizic_cu_copite
310,,,,physical_entity,entitate_fizică
312,,,,artiodactyl_mammal,manifer_artiodactil
313,,,,living_thing,viețuitoare
314,,,,odd-toed_ungulate,ungulat_cu_număr_par_de_degete
316,L01_18,hypernyms - animals,dog,,câine
317,,,,canine,canin
318,,,,vertebrate,vertebrată
319,,,,creature,creatură
320,,,,beast,fiară
321,,,,canid,canid
322,,,,being,ființă
323,,,,animal,animal
324,,,,organism,organism
325,,,,fauna,faună
326,,,,placental,placentară
327,,,,carnivore,carnivor
328,,,,chordate,cordată
329,,,,eutherian,eutherian
330,,,,mammal,mamifer
331,,,,mammalian,DUPLICATE_mamifer
332,,,,animate_being,ființă_animată
333,,,,eutherian_mammal,mamifer_eutherian
334,,,,locomote,mișcător
335,,,,placental_mammal,mamifer_placentar
336,,,,craniate,craniat
337,,,,domesticated_animal,animal_domesticit
338,,,,physical_entity,entitate_fizică
339,,,,domestic_animal,animal_domestic
340,,,,living_thing,viețuitoare
342,L01_19,hypernyms - animals,duck,,rață
343,,,,fowl,orătanie
344,,,,bird,pasăre
345,,,,vertebrate,vertebrată
346,,,,poultry,păsări_de_curte
347,,,,creature,creatură
348,,,,beast,fiară
349,,,,being,ființă
350,,,,animal,animal
351,,,,organism,organism
352,,,,fauna,faună
353,,,,chordate,cordată
354,,,,domestic_fowl,orătănie_domestică
355,,,,waterfowl,pasăre_de_apă
356,,,,water_fowl,DUPLICATE_pasăre_de_apă
357,,,,animate_being,ființă_animată
358,,,,anseriform_bird,pasăre_anseriformă
359,,,,craniate,craniat
360,,,,living_thing,viețuitoare
362,L01_20,hypernyms - animals,eagle,,vultur
363,,,,raptor,răpitor
364,,,,bird,pasăre
365,,,,vertebrate,vertebrată
366,,,,creature,creatură
367,,,,beast,fiară
368,,,,being,ființă
369,,,,animal,animal
370,,,,organism,organism
371,,,,fauna,faună
372,,,,chordate,cordată
373,,,,animate_being,ființă_animată
374,,,,craniate,craniat
376,,,,raptorial_bird,pasăre_răpitoare
377,,,,bird_of_prey,pasăre_de_pradă
378,,,,living_thing,viețuitoare
380,L01_21,hypernyms - animals,falcon,,pajură
381,,,,raptor,răpitor
382,,,,bird,pasăre
383,,,,vertebrate,vertebrată
384,,,,creature,creatură
385,,,,beast,fiară
386,,,,being,ființă
387,,,,animal,animal
388,,,,organism,organism
389,,,,fauna,faună
390,,,,chordate,cordată
391,,,,animate_being,ființă_animată
392,,,,craniate,craniat
393,,,,living_thing,viețuitoare
394,,,,raptorial_bird,pasăre_răpitoare
395,,,,bird_of_prey,pasăre_de_pradă
397,L01_22,hypernyms - animals,fox,,vulpe
398,,,,canine,canin
399,,,,vertebrate,vertebrată
400,,,,creature,creatură
401,,,,beast,fiară
402,,,,canid,canid
403,,,,being,ființă
404,,,,animal,animal
405,,,,organism,organism
406,,,,fauna,faună
407,,,,placental,placentară
408,,,,carnivore,carnivor
409,,,,chordate,cordată
410,,,,eutherian,eutherian
411,,,,mammal,mamifer
412,,,,mammalian,DUPLICATE_mamifer
413,,,,animate_being,ființă_animată
414,,,,eutherian_mammal,mamifer_eutherian
415,,,,locomote,mișcător
416,,,,placental_mammal,manifer_placentar
417,,,,craniate,craniat
418,,,,domesticated_animal,animal_domesticit
419,,,,physical_entity,entitate_fizică
420,,,,domestic_animal,animal_domestic
421,,,,living_thing,viețuitoare
423,L01_23,hypernyms - animals,gibbon,,gibon
424,,,,primate,primată
425,,,,vertebrate,vertebrată
426,,,,creature,creatură
427,,,,beast,fiară
428,,,,being,ființă
429,,,,animal,animal
430,,,,organism,organism
431,,,,fauna,faună
432,,,,placental,placentară
433,,,,chordate,cordată
434,,,,eutherian,eutherian
435,,,,mammal,mamifer
436,,,,ape,maimuță
437,,,,mammalian,DUPLICATE_mamifer
438,,,,animate_being,ființă_animată
439,,,,eutherian_mammal,mamifer_eutherian
440,,,,placental_mammal,manifer_placentar
441,,,,craniate,craniat
443,,,,living_thing,viețuitoare
446,L01_24,hypernyms - animals,goat,,capră
447,,,,bovid,bovid
448,,,,mammal,mamifer
449,,,,vertebrate,vertebrată
450,,,,ungulate,ungulat
451,,,,beast,fiară
452,,,,being,ființă
453,,,,animal,animal
454,,,,organism,organism
455,,,,fauna,faună
456,,,,placental,placentară
457,,,,artiodactyl,artiodactil
458,,,,chordate,cordată
459,,,,eutherian,eutherian
460,,,,mammalian,DUPLICATE_mamifer
461,,,,animate_being,ființă_animată
462,,,,eutherian_mammal,mamifer_eutherian
463,,,,placental_mammal,mamifer_placentar
464,,,,craniate,craniat
465,,,,hoofed_mammal,mamifer_cu_copite
466,,,,even-toed_ungulate,ungulat_cu_degete_pare
467,,,,artiodactyl_mammal,manifer_artiodactil
468,,,,living_thing,viețuitoare
470,L01_25,hypernyms - animals,goose,,găscă
471,,,,fowl,orătanie
472,,,,bird,pasăre
473,,,,vertebrate,vertebrată
474,,,,poultry,păsări_de_curte
475,,,,creature,creatură
476,,,,beast,fiară
477,,,,being,ființă
478,,,,animal,animal
479,,,,organism,organism
480,,,,fauna,faună
481,,,,chordate,cordată
482,,,,domestic_fowl,orătănie_domestică
483,,,,waterfowl,pasăre_de_apă
484,,,,water_fowl,DUPLICATE_pasăre_de_apă
485,,,,animate_being,ființă_animată
486,,,,anseriform_bird,pasăre_anseriformă
487,,,,craniate,craniat
488,,,,living_thing,viețuitoare
490,L01_26,hypernyms - animals,gorilla,,gorilă
491,,,,primate,primată
492,,,,vertebrate,vertebrată
493,,,,creature,creatură
494,,,,beast,fiară
495,,,,being,ființă
496,,,,animal,animal
497,,,,organism,organism
498,,,,fauna,faună
499,,,,placental,placentară
500,,,,hominid,hominid
501,,,,chordate,cordată
502,,,,eutherian,eutherian
503,,,,mammal,mamifer
504,,,,ape,maimuță
505,,,,mammalian,DUPLICATE_mamifer
506,,,,animate_being,ființă_animată
507,,,,eutherian_mammal,mamifer_eutherian
508,,,,placental_mammal,mamifer_placentar
509,,,,craniate,craniat
511,,,,living_thing,viețuitoare
513,L01_27,hypernyms - animals,hawk,,șoim
514,,,,raptor,răpitor
515,,,,bird,pasăre
516,,,,vertebrate,vertebrată
517,,,,creature,creatură
518,,,,beast,fiară
519,,,,being,ființă
520,,,,animal,animal
521,,,,organism,organism
522,,,,fauna,faună
523,,,,chordate,cordată
524,,,,animate_being,ființă_animată
525,,,,craniate,craniat
526,,,,living_thing,viețuitoare
527,,,,raptorial_bird,pasăre_răpitoare
528,,,,bird_of_prey,pasăre_de_pradă
530,L01_28,hypernyms - animals,human,,om
531,,,,primate,primată
532,,,,vertebrate,vertebrată
533,,,,creature,creatură
534,,,,beast,fiară
535,,,,being,ființă
536,,,,animal,animal
537,,,,organism,organism
538,,,,fauna,faună
539,,,,placental,placentară
540,,,,hominid,hominif
541,,,,chordate,cordată
542,,,,eutherian,eutherian
543,,,,mammal,mamifer
544,,,,ape,maimuță
545,,,,mammalian,DUPLICATE_mamifer
546,,,,animate_being,ființă_animată
547,,,,eutherian_mammal,mamifer_eutherian
548,,,,placental_mammal,mamifer_placentar
549,,,,craniate,craniat
551,,,,living_thing,viețuitoare
553,L01_29,hypernyms - animals,jackal,,șacal
554,,,,canine,canin
555,,,,vertebrate,vertebrată
556,,,,creature,creatură
557,,,,beast,fiară
558,,,,canid,canid
559,,,,being,ființă
560,,,,animal,animal
561,,,,organism,organism
562,,,,fauna,faună
563,,,,placental,placentară
564,,,,carnivore,carnivor
565,,,,chordate,cordată
566,,,,eutherian,eutherian
567,,,,mammal,mamifer
568,,,,mammalian,DUPLICATE_mamifer
569,,,,animate_being,ființă_animată
570,,,,eutherian_mammal,mamifer_eutherian
571,,,,locomote,mișcător
572,,,,placental_mammal,mamifer_placentar
573,,,,craniate,craniat
574,,,,domesticated_animal,animal_domesticit
575,,,,physical_entity,entitate_fizică
576,,,,domestic_animal,animal_domestic
577,,,,living_thing,viețuitoare
579,L01_30,hypernyms - animals,jaguar,,jaguar
580,,,,feline,felină
581,,,,cat,pisică
582,,,,beast,fiară
583,,,,animal,animal
584,,,,organism,organism
585,,,,fauna,faună
586,,,,placental,placentară
587,,,,carnivore,carnivor
588,,,,chordate,cordată
589,,,,felid,felid
590,,,,eutherian,eutherian
591,,,,mammal,mamifer
592,,,,mammalian,DUPLICATE_mamifer
593,,,,eutherian_mammal,mamifer_eutherian
594,,,,animate_being,ființă_animată
595,,,,placental_mammal,mamifer_placentar
596,,,,craniate,craniat
597,,,,big_cat,pisică_mare
599,L01_31,hypernyms - animals,leopard,,leopard
600,,,,feline,felină
601,,,,cat,pisică
602,,,,beast,fiară
603,,,,animal,animal
604,,,,organism,organism
605,,,,fauna,faună
606,,,,placental,placentară
607,,,,carnivore,carnivor
609,,,,chordate,cordată
610,,,,felid,felid
611,,,,eutherian,eutherian
612,,,,mammal,mamifer
613,,,,mammalian,DUPLICATE_mamifer
614,,,,eutherian_mammal,mamifer_eutherian
615,,,,animate_being,ființă_animată
616,,,,placental_mammal,mamifer_placentar
617,,,,craniate,craniat
618,,,,big_cat,pisică_mare
620,L01_32,hypernyms - animals,lion,,leu
621,,,,feline,felină
622,,,,cat,pisică
623,,,,beast,fiară
624,,,,animal,animal
625,,,,organism,organism
626,,,,fauna,faună
627,,,,placental,placentară
628,,,,carnivore,carnivor
629,,,,chordate,cordată
630,,,,felid,felid
631,,,,eutherian,eutherian
632,,,,mammal,mamifer
633,,,,mammalian,DUPLICATE_mamifer
634,,,,eutherian_mammal,mamifer_eutherian
635,,,,animate_being,ființă_animată
636,,,,placental_mammal,mamifer_placentar
637,,,,craniate,craniat
638,,,,big_cat,pisică_mare
640,L01_33,hypernyms - animals,mamba,,mamba
641,,,,snake,șarpe
642,,,,reptile,reptilă
643,,,,elapid,elapide
644,,,,elapid_snake,șarpe_elaipide
645,,,,serpent,DUPLICATE_șarpe
646,,,,ophidian,ofidian
648,L01_34,hypernyms - animals,mouse,,șoarece
649,,,,rodent,rozătoare
650,,,,vertebrate,vertebrată
651,,,,creature,creatură
652,,,,beast,fiară
653,,,,animal,animal
654,,,,organism,organism
655,,,,fauna,faună
656,,,,placental,placentară
657,,,,chordate,cordată
658,,,,eutherian,eutherian
659,,,,mammal,mamifer
660,,,,mammalian,DUPLICATE_mamifer
661,,,,eutherian_mammal,mamifer_eutherian
662,,,,gnawer,NO_TRANSLATION
663,,,,animate_being,ființă_animată
664,,,,living_thing,viețuitoare
665,,,,placental_mammal,mamifer_placentar
666,,,,craniate,craniat
669,L01_35,hypernyms - animals,orangutan,,urangutan
670,,,,primate,primată
671,,,,vertebrate,vertebrată
672,,,,creature,creatură
673,,,,beast,fiară
674,,,,being,ființă
675,,,,animal,animal
676,,,,organism,organism
677,,,,fauna,faună
678,,,,placental,placentară
679,,,,hominid,hominid
680,,,,chordate,cordată
681,,,,eutherian,eutherian
682,,,,mammal,mamifer
683,,,,ape,maimuță
684,,,,mammalian,DUPLICATE_mamifer
685,,,,animate_being,ființă_animată
686,,,,eutherian_mammal,mamifer_eutherian
687,,,,placental_mammal,mamifer_placentar
688,,,,craniate,craniat
690,,,,living_thing,viețuitoare
692,L01_36,hypernyms - animals,owl,,bufniță
693,,,,raptor,răpitor
694,,,,bird,pasăre
695,,,,vertebrate,vertebrată
696,,,,creature,creatură
697,,,,beast,fiară
698,,,,being,ființă
699,,,,animal,animal
700,,,,organism,organism
701,,,,fauna,faună
702,,,,chordate,cordată
703,,,,animate_being,ființă_animată
704,,,,craniate,craniat
705,,,,living_thing,viețuitoare
706,,,,raptorial_bird,pasăre_răpitoare
707,,,,bird_of_prey,pasăre_de_pradă
709,L01_37,hypernyms - animals,pony,,pomei
710,,,,bovid,bovid
711,,,,mammal,manifer
712,,,,horse,cal
713,,,,vertebrate,vertebrată
714,,,,creature,creatură
715,,,,beast,fiară
716,,,,animal,animal
717,,,,organism,organism
718,,,,fauna,faună
719,,,,placental,placentară
720,,,,eutherian,eutherian
721,,,,equine,cabalin
722,,,,mammalian,DUPLICATE_mamifer
723,,,,equid,ecvidee
724,,,,living_thing,viețuitoare
725,,,,odd-toed_ungulate,ungulat_cu_număr_par_de_degete
726,,,,animate_being,ființă_animată
727,,,,eutherian_mammal,mamifer_eutherian
728,,,,perissodactyl,perisodactil
729,,,,placental_mammal,mamifer_placentar
730,,,,craniate,craniat
731,,,,hoofed_mammal,mamifer_cu_copite
732,,,,physical_entity,entitate_fizică
733,,,,perissodactyl_mammal,manifer_perisodactil
734,,,,equus_caballus,equus_caballus
736,L01_38,hypernyms - animals,porcupine,,porc_spinos
737,,,,rodent,rozătoare
738,,,,vertebrate,vertebrată
739,,,,creature,creatură
740,,,,beast,fiară
741,,,,animal,animal
742,,,,organism,organism
743,,,,fauna,faună
744,,,,placental,placentară
745,,,,chordate,cordată
746,,,,eutherian,eutherian
747,,,,mammal,mamifer
748,,,,mammalian,DUPLICATE_mamifer
749,,,,eutherian_mammal,mamifer_eutherian
750,,,,gnawer,NO_TRANSLATION
751,,,,animate_being,ființă_animată
752,,,,living_thing,viețuitoare
753,,,,placental_mammal,mamifer_placentar
754,,,,craniate,craniat
756,L01_39,hypernyms - animals,quail,,prepeliță
757,,,,fowl,orătanie
758,,,,bird,pasăre
759,,,,vertebrate,vertebrată
760,,,,poultry,păsări_de_curte
761,,,,creature,creatură
762,,,,beast,fiară
763,,,,being,ființă
764,,,,animal,animal
765,,,,organism,organism
766,,,,fauna,faună
767,,,,chordate,cordată
768,,,,wild_fowl,DUPLICATE_păsăre_sălbatică
769,,,,wildfowl,păsăre_sălbatică
770,,,,animate_being,ființă_animată
771,,,,gallinaceous_bird,pasăre_galinacee
772,,,,craniate,craniat
773,,,,gallinacean,galinacee
774,,,,living_thing,viețuitoare
776,L01_40,hypernyms - animals,rattlesnake,,șarpe_cu_clopoței
777,,,,snake,șarpe
778,,,,reptile,reptilă
779,,,,pit_viper,viperă_de_groapă
780,,,,serpent,DUPLICATE_șarpe
781,,,,ophidian,ofidian
783,L01_41,hypernyms - animals,squirrel,,veveriță
784,,,,rodent,rozătoare
785,,,,vertebrate,vertebrată
786,,,,creature,creatură
787,,,,beast,fiară
788,,,,animal,animal
789,,,,organism,organism
790,,,,fauna,faună
791,,,,placental,placentară
792,,,,chordate,cordată
793,,,,eutherian,eutherian
794,,,,mammal,mamifer
795,,,,mammalian,DUPLICATE_mamifer
796,,,,eutherian_mammal,mamifer_eutherian
797,,,,gnawer,NO_TRANSLATION
798,,,,animate_being,ființă_animată
799,,,,living_thing,viețuitoare
800,,,,placental_mammal,mamifer_placentar
801,,,,craniate,craniat
803,L01_42,hypernyms - animals,stegosaurus,,stegozaur
804,,,,dinosaur,dinozaur
805,,,,reptile,reptilă
806,,,,armored_dinosaur,dinozaur_blindat
807,,,,archosaur,arhozaur
808,,,,archosaurian,arhosaurian
809,,,,archosaurian_reptile,reptilă_arhosauriană
811,L01_43,hypernyms - animals,tiger,,tigru
812,,,,feline,felină
813,,,,cat,pisică
814,,,,beast,fiară
815,,,,animal,animal
816,,,,organism,organism
817,,,,fauna,faună
818,,,,placental,placentară
819,,,,carnivore,carnivor
820,,,,chordate,cordată
821,,,,felid,felid
822,,,,eutherian,eutherian
823,,,,mammal,mamifer
824,,,,mammalian,DUPLICATE_mamifer
825,,,,eutherian_mammal,mamifer_eutherian
826,,,,animate_being,fință_animată
827,,,,placental_mammal,manifer_placentar
828,,,,craniate,craniat
829,,,,big_cat,pisică_mare
832,L01_44,hypernyms - animals,triceratops,,triceratop
833,,,,dinosaur,dinozaur
834,,,,reptile,reptilă
835,,,,ceratopsian,ceratopsian
836,,,,horned_dinosaur,dinozaur_încornurat
837,,,,archosaur,arhozaur
838,,,,archosaurian,arhosaurian
839,,,,archosaurian_reptile,reptilă_arhosauriană
841,L01_45,hypernyms - animals,turkey,,curcan
842,,,,fowl,orătanie
843,,,,bird,pasăre
844,,,,vertebrate,vertebrată
845,,,,poultry,păsări_de_curte
846,,,,creature,creatură
847,,,,beast,fiară
848,,,,being,ființă
849,,,,animal,animal
850,,,,organism,organism
851,,,,fauna,faună
852,,,,chordate,cordată
853,,,,domestic_fowl,orătănie_domestică
854,,,,animate_being,ființă_animată
855,,,,gallinaceous_bird,pasăre_galinacee
856,,,,craniate,craniat
857,,,,gallinacean,galinacee
858,,,,living_thing,viețuitoare
860,L01_46,hypernyms - animals,tyrannosaurus,,tiranozaur
861,,,,dinosaur,dinozaur
862,,,,reptile,reptilă
863,,,,theropod,teropod
864,,,,theropod_dinosaur,dinozaur_teropod
865,,,,bird-footed_dinosaur,dinozaur_cu_picioare_de_pasăre
866,,,,archosaur,arhozaur
867,,,,archosaurian,arhosaurian
868,,,,archosaurian_reptile,reptilă_arhosauriană
870,L01_47,hypernyms - animals,velociraptor,,velociraptor
871,,,,dinosaur,dinozaur
872,,,,reptile,reptilă
873,,,,maniraptor,maniraptor
874,,,,archosaur,arhozaur
875,,,,archosaurian,arhosaurian
876,,,,archosaurian_reptile,reptilă_arhosauriană
878,L01_48,hypernyms - animals,viper,,viperă
879,,,,snake,șarpe
880,,,,reptile,reptilă
881,,,,serpent,DUPLICATE_șarpe
882,,,,ophidian,ofidian
885,L01_49,hypernyms - animals,vulture,,agvilă
886,,,,raptor,răpitor
887,,,,bird,pasăre
888,,,,vertebrate,vertebrată
889,,,,creature,creatură
890,,,,beast,fiară
891,,,,being,ființă
892,,,,animal,animal
893,,,,organism,organism
894,,,,fauna,faună
895,,,,chordate,cordată
896,,,,animate_being,ființă_animată
897,,,,craniate,craniat
898,,,,living_thing,viețuitoare
899,,,,raptorial_bird,pasăre_răpitoare
900,,,,bird_of_prey,pasăre_de_pradă
902,L01_50,hypernyms - animals,wolf,,lup
903,,,,canine,canin
904,,,,vertebrate,vertebrată
905,,,,creature,creatură
906,,,,beast,fiară
907,,,,canid,canid
908,,,,being,ființă
909,,,,animal,animal
910,,,,organism,organism
911,,,,fauna,faună
912,,,,placental,placentară
913,,,,carnivore,carnivor
914,,,,chordate,cordată
915,,,,eutherian,eutherian
916,,,,mammal,mamifer
917,,,,mammalian,DUPLICATE_mamifer
918,,,,animate_being,ființă_animată
919,,,,eutherian_mammal,mamifer_eutherian
920,,,,locomote,jackal
921,,,,placental_mammal,mamifer_placentar
922,,,,craniate,craniat
923,,,,domesticated_animal,animal_domesticit
924,,,,physical_entity,entitate_fizică
925,,,,domestic_animal,animal_domestic
926,,,,living_thing,viețuitoare
