,ID,Relation,Source,Target,SK
477,,,,sorry,žalostný
478,,,,,"trudnomyseľný,tklivý"
479,L09_26,antonyms - gradable,hard,,tvrdý
480,,,,soft,mäkký
481,,,,mellow,NO_TRANSLATION
482,,,,brushed,DUPLICATE_NO_TRANSLATION
483,,,,fleecy,huńatý
484,,,,napped,DUPLICATE_NO_TRANSLATION
485,,,,cheeselike,DUPLICATE_NO_TRANSLATION
486,,,,compressible,stlačiteľný
487,,,,squeezable,stláčateľný
488,,,,cottony,bavlnený
489,,,,cushioned,poduškový
490,,,,cushiony,vankúšikový
491,,,,padded,čalúnený
492,,,,demulcent,zjemňujúci
493,,,,emollient,zmäkčovací
494,,,,salving,balzamový
495,,,,softening,zmäkčujúci
496,,,,downy,hebký
497,,,,downlike,páperový
498,,,,flossy,jemný_ako_hodváb
499,,,,fluffy,nadýchaný
500,,,,flaccid,ochabnutý
501,,,,flocculent,DUPLICATE_NO_TRANSLATION
502,,,,woolly,DUPLICATE_vlnený
503,,,,wooly,vlnený
504,,,,yielding,poddajný
505,,,,mushy,kašovitý
506,,,,overstuffed,DUPLICATE_NO_TRANSLATION
507,,,,softish,DUPLICATE_NO_TRANSLATION
508,,,,semisoft,polomäkký
509,,,,spongy,špongiový
510,,,,squashy,DUPLICATE_NO_TRANSLATION
511,,,,squishy,DUPLICATE_NO_TRANSLATION
512,,,,spongelike,špongiovitý
513,,,,velvet,DUPLICATE_zamatový
514,,,,velvety,zamatový
515,,,,,"jemný,páperovitý,načechraný,zmäknutý,rozmäknutý"
516,L09_27,antonyms - gradable,hot,,horúci
517,,,,cold,studený
518,,,,chilly,sychravý
519,,,,frosty,mrazivý
520,,,,cool,chladný
521,,,,frigid,ľadový
523,L09_28,antonyms - gradable,interesting,,zaujímavý
524,,,,uninteresting,nezaujímavý
525,,,,dull,fádny
526,,,,boring,nudný
527,,,,deadening,ubíjajúci
528,,,,ho-hum,nezáživný
529,,,,irksome,DUPLICATE_nudný
530,,,,slow,pomalý
531,,,,tedious,zdĺhavý
532,,,,tiresome,únavný
533,,,,wearisome,úmorný
534,,,,insipid,nemastný-neslaný
535,,,,jejune,suchopárny
536,,,,narcotic,narkotický
537,,,,soporiferous,uspávajúci
538,,,,soporific,DUPLICATE_uspávajúci
539,,,,prosaic,prozaický
540,,,,prosy,všedný
541,,,,earthbound,pozemský
542,,,,ponderous,NO_TRANSLATION
543,,,,putdownable,DUPLICATE_NO_TRANSLATION
544,,,,unexciting,nevzrušujúci
545,,,,unstimulating,nestimulujúci
546,,,,,"otravný,monotónny"
547,L09_29,antonyms - gradable,introvert,,introvert
548,,,,extravert,DUPLICATE_extrovert
549,,,,extrovert,extrovert
550,,,,outgoing,NO_TRANSLATION
551,,,,extroverted,DUPLICATE_extrovert
552,,,,forthcoming,DUPLICATE_NO_TRANSLATION
553,,,,sociable,spoločenský
554,,,,,"neformálny,družný,kamarátsky"
555,L09_30,antonyms - gradable,large,,veľký
556,,,,small,malý
557,,,,little,DUPLICATE_malý
558,,,,atomic,atómový
559,,,,subatomic,subatómový
560,,,,bantam,NO_TRANSLATION
561,,,,diminutive,zdrobnený
562,,,,lilliputian,liliputánsky
563,,,,midget,trpazličí
564,,,,petite,maličký
565,,,,tiny,drobný
566,,,,flyspeck,DUPLICATE_NO_TRANSLATION
567,,,,bitty,DUPLICATE_NO_TRANSLATION
568,,,,bittie,DUPLICATE_NO_TRANSLATION
569,,,,teensy,drobnučký
570,,,,teentsy,drobulinký
571,,,,teeny,drobučký
572,,,,wee,DUPLICATE_NO_TRANSLATION
573,,,,weeny,DUPLICATE_NO_TRANSLATION
574,,,,weensy,DUPLICATE_NO_TRANSLATION
575,,,,teensy-weensy,drobučičký
576,,,,teeny-weeny,DUPLICATE_NO_TRANSLATION
577,,,,itty-bitty,DUPLICATE_NO_TRANSLATION
578,,,,itsy-bitsy,DUPLICATE_NO_TRANSLATION
579,,,,dinky,DUPLICATE_NO_TRANSLATION
580,,,,dwarfish,DUPLICATE_trpazličí
581,,,,elfin,DUPLICATE_NO_TRANSLATION
582,,,,elflike,DUPLICATE_NO_TRANSLATION
583,,,,gnomish,DUPLICATE_trpazličí
584,,,,half-size,polovičný
585,,,,infinitesimal,infinitezimálny
586,,,,minute,DUPLICATE_NO_TRANSLATION
587,,,,lesser,menší
588,,,,microscopic,mikroskopický
589,,,,microscopical,DUPLICATE_mikroskopický
590,,,,micro,mikro
591,,,,miniature,miniatúrny
592,,,,minuscule,DUPLICATE_NO_TRANSLATION
593,,,,miniscule,DUPLICATE_NO_TRANSLATION
594,,,,olive-sized,DUPLICATE_NO_TRANSLATION
595,,,,pocket-size,DUPLICATE_vreckový
596,,,,pocket-sized,vreckový
597,,,,pocketable,DUPLICATE_vreckový
598,,,,puny,malinký
599,,,,runty,krpatý
600,,,,shrimpy,DUPLICATE_NO_TRANSLATION
601,,,,slender,chatrný
602,,,,slim,DUPLICATE_NO_TRANSLATION
603,,,,smaller,DUPLICATE_menší
604,,,,littler,DUPLICATE_menší
605,,,,smallish,neveľký
606,,,,small-scale,DUPLICATE_NO_TRANSLATION
607,,,,undersize,DUPLICATE_poddimenzovaný
608,,,,undersized,poddimenzovaný
609,,,,,"malilinký,mini,nano,mrňavý,prťavý,pidi"
610,L09_31,antonyms - gradable,long,,dlhý
611,,,,short,krátky
612,,,,abbreviated,DUPLICATE_skrátený
613,,,,shortened,skrátený
614,,,,truncated,useknutý
615,,,,brief,stručný
616,,,,clipped,orezaný
617,,,,fleeting,prchavý
618,,,,fugitive,miznúci
619,,,,momentaneous,momentálny
620,,,,momentary,NO_TRANSLATION
621,,,,short_and_sweet,DUPLICATE_NO_TRANSLATION
622,,,,short-dated,DUPLICATE_NO_TRANSLATION
623,,,,short-range,DUPLICATE_NO_TRANSLATION
624,,,,short-run,krátkotrvajúci
625,,,,short-term,krátkodobý
626,,,,close,blízky
627,,,,curtal,DUPLICATE_NO_TRANSLATION
628,,,,sawed-off,odpílený
629,,,,sawn-off,spílený
630,,,,shortish,DUPLICATE_NO_TRANSLATION
631,,,,short-snouted,DUPLICATE_NO_TRANSLATION
632,,,,snub,DUPLICATE_NO_TRANSLATION
633,,,,stubby,DUPLICATE_NO_TRANSLATION
634,,,,telescoped,DUPLICATE_NO_TRANSLATION
635,,,,truncate,DUPLICATE_NO_TRANSLATION
636,,,,chunky,územčistý
637,,,,dumpy,zavalitý
638,,,,low-set,DUPLICATE_NO_TRANSLATION
639,,,,squat,DUPLICATE_NO_TRANSLATION
640,,,,squatty,DUPLICATE_NO_TRANSLATION
641,,,,stumpy,DUPLICATE_NO_TRANSLATION
642,,,,compact,kompaktný
643,,,,heavyset,DUPLICATE_NO_TRANSLATION
644,,,,stocky,DUPLICATE_NO_TRANSLATION
645,,,,thick,DUPLICATE_NO_TRANSLATION
646,,,,thickset,DUPLICATE_NO_TRANSLATION
647,,,,half-length,DUPLICATE_NO_TRANSLATION
648,,,,pint-size,DUPLICATE_NO_TRANSLATION
649,,,,pint-sized,DUPLICATE_NO_TRANSLATION
650,,,,runty,krpatý
651,,,,short-stalked,DUPLICATE_NO_TRANSLATION
652,,,,squab,DUPLICATE_NO_TRANSLATION
653,,,,squabby,DUPLICATE_NO_TRANSLATION
654,,,,,"kratučký,prikrátky"
655,L09_32,antonyms - gradable,lumpy,,hrboľatý
656,,,,flat,ploský
657,,,,level,rovný
658,,,,plane,plochý
659,,,,even,vyrovnaný
661,L09_33,antonyms - gradable,noisy,,hlučný
662,,,,silent,tichý
663,,,,uncommunicative,nekomunikatívny
664,,,,dumb,DUPLICATE_nemý
665,,,,mute,nemý
666,,,,inarticulate,málovravný
667,,,,unarticulate,neartikulovaný
668,,,,,mlčanlivý
669,L09_34,antonyms - gradable,normal,,normálny
670,,,,abnormal,abnormálny
671,,,,aberrant,aberantný
672,,,,deviant,deviantný
673,,,,deviate,úchylný
674,,,,anomalous,anomálny
675,,,,antidromic,antidromický
676,,,,atypical,atypický
677,,,,irregular,nezvyklý
678,,,,brachydactylic,brachydaktylický
679,,,,brachydactylous,DUPLICATE_brachydaktylický
680,,,,defective,defektný
681,,,,freakish,čudácky
682,,,,kinky,zvrátený
683,,,,perverted,perverzný
684,,,,subnormal,podnormálny
685,,,,supernormal,nadnormálny
686,,,,vicarious,zástupný
687,,,,unusual,neobvyklý
688,,,,exceptional,výnimočný
689,,,,insane,šialený
690,,,,unnatural,neprirodzený
691,,,,,"nenormálny,netypický"
692,L09_35,antonyms - gradable,organized,,organizovaný
693,,,,unorganized,neorganizovaný
694,,,,unstructured,neštrukturovaný
695,,,,uncoordinated,nekoordinovaný
696,,,,unformed,neformovaný
697,,,,unincorporated,nezačlenený
699,L09_36,antonyms - gradable,pale,,bledý
700,,,,tanned,opálený
701,,,,bronzed,bronzový
702,,,,suntanned,DUPLICATE_opálený
703,,,,brunet,brunet
704,,,,brunette,brunetka
706,L09_37,antonyms - gradable,rich,,bohatý
707,,,,poor,chudobný
708,,,,broke,na_mizine
709,,,,bust,skrachovaný
710,,,,skint,NO_TRANSLATION
711,,,,stone-broke,komplet_na_mizine
712,,,,stony-broke,úplne_na_mizine
713,,,,destitute,v_núdzi
714,,,,impoverished,schudobnený
715,,,,indigent,DUPLICATE_NO_TRANSLATION
716,,,,necessitous,biedny
717,,,,needy,núdzny
718,,,,poverty-stricken,DUPLICATE_NO_TRANSLATION
719,,,,hard_up,v_tiesni
720,,,,impecunious,nemajetný
721,,,,penniless,bez_groša
722,,,,penurious,šetrný
723,,,,pinched,vycivený
724,,,,moneyless,bez_peňazí
725,,,,unprovided,nezaopatrený
726,,,,,"zbedačený,ubiedený,bez_haliera,bez_koruny"
727,L09_38,antonyms - gradable,sane,,duševne_zdravý
728,,,,crazy,šibnutý
729,,,,loony,NO_TRANSLATION
730,,,,looney,DUPLICATE_NO_TRANSLATION
731,,,,nutcase,DUPLICATE_NO_TRANSLATION
732,,,,weirdo,divný
733,,,,mad,bláznivý
734,,,,insane,šialený
735,,,,,"drbnutý,jebnutý,pojašený"
736,L09_39,antonyms - gradable,short,,nízky
737,,,,tall,vysoký
738,,,,gangling,vyhúknutý
739,,,,gangly,vytiahnutý
740,,,,lanky,DUPLICATE_vytiahnutý
741,,,,rangy,štíhly
742,,,,height,NO_TRANSLATION
743,,,,leggy,nohatý
744,,,,long-legged,dlhonohý
745,,,,long-shanked,DUPLICATE_NO_TRANSLATION
746,,,,tall-growing,vyrastený
747,,,,long,dlhý
748,,,,long-stalked,DUPLICATE_NO_TRANSLATION
749,,,,tall-stalked,DUPLICATE_NO_TRANSLATION
750,,,,stately,majestátny
751,,,,statuesque,monumentálny
752,,,,tallish,vysočizný
753,,,,,"vysokánsky,dlhočizný,dlhokánsky"
754,L09_40,antonyms - gradable,simple,,"jednoduchý,ľahký"
755,,,,difficult,ťažký
756,,,,challenging,NO_TRANSLATION
757,,,,hard,náročný
758,,,,complicated,komplikovaný
759,,,,demanding,DUPLICATE_NO_TRANSLATION
760,,,,daunting,odstrašujúci
761,,,,taxing,DUPLICATE_NO_TRANSLATION
762,,,,,obtiažny
763,L09_41,antonyms - gradable,sincere,,uprimný
764,,,,insincere,neúprimný
765,,,,bootlicking,pätolizačský
766,,,,fawning,servilný
767,,,,obsequious,úlisný
768,,,,sycophantic,sykofantský
769,,,,toadyish,podlízavý
770,,,,buttery,podliezavý
771,,,,fulsome,DUPLICATE_úlisný
772,,,,oily,DUPLICATE_úlisný
773,,,,oleaginous,NO_TRANSLATION
774,,,,smarmy,DUPLICATE_úlisný
775,,,,soapy,DUPLICATE_NO_TRANSLATION
776,,,,unctuous,slizký
777,,,,dissimulative,pokrytecký
778,,,,False,falošný
779,,,,feigned,predstieraný
780,,,,gilded,pozlátený
781,,,,meretricious,povrchný
782,,,,specious,zdanlivý
783,,,,hypocritical,hypokritický
784,,,,plausible,možný
785,,,,counterfeit,sfalšovaný
786,,,,imitative,imitujúci
787,,,,dishonest,nečestný
788,,,,dishonorable,DUPLICATE_nečestný
789,,,,disingenuous,DUPLICATE_neúprimný
790,,,,artful,úskočný
791,,,,unreal,nereálny
792,,,,,"pochlebovačný,lokajský,pochlebnícky,nepoctivý"
793,L09_42,antonyms - gradable,slow,,pomalý
794,,,,fast,rýchly
795,,,,quick,bystrý
796,,,,accelerated,akcelerovaný
797,,,,alacritous,vrtký
798,,,,blistering,bleskový
799,,,,hot,NO_TRANSLATION
800,,,,red-hot,DUPLICATE_NO_TRANSLATION
801,,,,double-quick,DUPLICATE_NO_TRANSLATION
802,,,,express,expresný
803,,,,fast-breaking,DUPLICATE_NO_TRANSLATION
804,,,,fast-paced,DUPLICATE_NO_TRANSLATION
805,,,,fleet,mihnúci_sa
806,,,,swift,svižný
807,,,,high-speed,vysokorýchlostný
808,,,,high-velocity,DUPLICATE_NO_TRANSLATION
809,,,,hurrying,ponáhľajúci_sa
810,,,,scurrying,chvátajúci
811,,,,immediate,okamžitý
812,,,,prompt,pohotový
813,,,,straightaway,bezprostredný
814,,,,instantaneous,DUPLICATE_okamžitý
815,,,,instant,instantný
816,,,,meteoric,meteorický
817,,,,speedy,náhly
818,,,,rapid,DUPLICATE_rýchly
819,,,,winged,okrídlený
820,,,,windy,DUPLICATE_NO_TRANSLATION
821,,,,,"čulý,prudký,bezodkladný"
822,L09_43,antonyms - gradable,sweet,,sladký
823,,,,sour,kyslý
824,,,,acerb,trpký
825,,,,acerbic,DUPLICATE_trpký
826,,,,astringent,DUPLICATE_trpký
827,,,,acetose,DUPLICATE_octový
828,,,,acetous,DUPLICATE_octový
829,,,,vinegary,octový
830,,,,vinegarish,DUPLICATE_octový
831,,,,acidic,kyselinový
832,,,,acid,DUPLICATE_kyselinový
833,,,,acidulent,nakyslý
834,,,,acidulous,kyslastý
835,,,,lemony,citrónový
836,,,,lemonlike,NO_TRANSLATION
837,,,,sourish,kyselkavý
838,,,,tangy,štipľavý
839,,,,tart,DUPLICATE_kyslý
841,,,,bitter,horký
842,,,,,"skysnutý,horkastý,trpkastý"
843,L09_44,antonyms - gradable,tasty,,chutný
844,,,,tasteless,bez_chuti
845,,,,bland,jednotvárny
846,,,,flat,NO_TRANSLATION
847,,,,flavorless,DUPLICATE_NO_TRANSLATION
848,,,,flavourless,DUPLICATE_NO_TRANSLATION
849,,,,insipid,nemastný-neslaný
850,,,,savorless,DUPLICATE_NO_TRANSLATION
851,,,,savourless,DUPLICATE_NO_TRANSLATION
852,,,,vapid,DUPLICATE_NO_TRANSLATION
853,,,,unflavored,DUPLICATE_neochutený
854,,,,unflavoured,neochutený
855,,,,nonflavored,DUPLICATE_neochutený
856,,,,nonflavoured,DUPLICATE_neochutený
857,,,,unsalted,neslaný
858,,,,unseasoned,neokorenený
859,,,,unappetizing,DUPLICATE_NO_TRANSLATION
860,,,,unappetising,DUPLICATE_NO_TRANSLATION
861,,,,unpalatable,nejedlý
862,,,,,"odporný,hnusný"
863,L09_45,antonyms - gradable,tight,,"tesný,_striktný"
864,,,,loose,voľný
865,,,,lax,uvoľnený
866,,,,baggy,vrecovitý
867,,,,loose-fitting,DUPLICATE_voľný
868,,,,sloppy,nedbalý
869,,,,flyaway,neposlušný
870,,,,free,DUPLICATE_voľný
871,,,,liberal,liberálny
872,,,,informal,neformálny
873,,,,unofficial,neoficiálny
874,,,,,strapatý
875,L09_46,antonyms - gradable,warm,,teplý
876,,,,cool,chladný
877,,,,cold,studený
878,,,,chilly,sychravý
879,,,,frosty,mrazivý
880,,,,frigid,ľadový
882,L09_47,antonyms - gradable,white,,biely
883,,,,black,čierny
884,,,,dark,tmavý
885,,,,lightless,neosvetlený
887,L09_48,antonyms - gradable,wide,,široký
888,,,,narrow,úzky
889,,,,constricting,obmedzujúci
890,,,,constrictive,sťahujúci
891,,,,narrowing,zužujúci_sa
892,,,,narrowed,zúžený
893,,,,narrow-mouthed,NO_TRANSLATION
894,,,,slender,štíhly
895,,,,thin,tenký
896,,,,strait,stiesnený
897,,,,straplike,DUPLICATE_NO_TRANSLATION
898,,,,tapered,DUPLICATE_zúžený
899,,,,tapering,DUPLICATE_zúžujúci_sa
900,,,,limited,limitovaný
901,,,,,obmedzený
902,L09_49,antonyms - gradable,willing,,ochotný
903,,,,unwilling,neochotný
904,,,,defiantnoncompliant,NO_TRANSLATION
905,,,,involuntary,nedobrovoľný
906,,,,nonvoluntary,DUPLICATE_nedobrovoľný
907,,,,unvoluntary,DUPLICATE_nedobrovoľný
908,,,,disinclined,DUPLICATE_neochotný
909,,,,averse,averzný
910,,,,backward,ostýchavý
911,,,,hesitant,váhavý
912,,,,indisposed,nenaklonený
913,,,,loath,majúci_odpor
914,,,,reluctant,zdráhavý
915,,,,uneager,DUPLICATE_neochotný
916,,,,unwishful,DUPLICATE_NO_TRANSLATION
917,,,,,"neodhodlaný,váhajúci"
918,L09_50,antonyms - gradable,young,,mladý
919,,,,old,starý
920,,,,aged,DUPLICATE_starý
921,,,,elderly,DUPLICATE_starý
922,,,,older,starší
923,,,,senior,senior
924,,,,age,NO_TRANSLATION
925,,,,aging,starnúci
926,,,,ageing,DUPLICATE_starnúci
927,,,,senescent,DUPLICATE_NO_TRANSLATION
928,,,,ancient,DUPLICATE_starý
929,,,,anile,starecký
930,,,,centenarian,storočný
931,,,,darkened,DUPLICATE_NO_TRANSLATION
932,,,,doddering,upadajúci_vekom
933,,,,doddery,DUPLICATE_NO_TRANSLATION
934,,,,gaga,DUPLICATE_NO_TRANSLATION
935,,,,senile,senilný
936,,,,emeritus,emeritný
937,,,,grey,sivý
938,,,,gray,DUPLICATE_sivý
939,,,,grey-haired,sivovlasý
940,,,,gray-haired,DUPLICATE_sivovlasý
941,,,,grey-headed,DUPLICATE_sivovlasý
942,,,,gray-headed,DUPLICATE_sivovlasý
943,,,,grizzly,DUPLICATE_NO_TRANSLATION
944,,,,hoar,DUPLICATE_postriebrený
945,,,,hoary,postriebrený
946,,,,white-haired,bielovlasý
947,,,,middle-aged,v_strednom_veku
948,,,,nonagenarian,deväťdesiatročný
949,,,,octogenarian,osemdesiatročný
950,,,,oldish,postarší
951,,,,overage,DUPLICATE_NO_TRANSLATION
952,,,,overaged,DUPLICATE_NO_TRANSLATION
953,,,,superannuated,vyslúžilý
954,,,,over-the-hill,DUPLICATE_NO_TRANSLATION
955,,,,sexagenarian,šesťdesiatnik
956,,,,venerable,ctihodný
957,,,,experienced,skúsený
958,,,,experient,DUPLICATE_NO_TRANSLATION
959,,,,mature,zrelý
960,,,,,"starobylý,prastarý,staručký,prestarnutý,sedemdesiatročný"
